area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Kothanur,1185.0,2.0,2.0,59.0,2,4979.0
Super built-up  Area,Kothanur,1436.0,3.0,3.0,70.0,3,4875.0
Super built-up  Area,Kothanur,1462.0,3.0,3.0,71.0,3,4856.0
Super built-up  Area,Kothanur,1790.0,3.0,2.0,105.0,3,5866.0
Super built-up  Area,Kothanur,1070.0,2.0,1.0,45.5,2,4252.0
Super built-up  Area,Kothanur,1145.0,2.0,2.0,56.0,2,4891.0
Plot  Area,Kothanur,3401.0,5.0,0.0,230.0,4,6763.0
Super built-up  Area,Kothanur,1455.0,2.0,0.0,69.0,2,4742.0
Built-up  Area,Kothanur,627.0,1.0,1.0,30.0,1,4785.0
Super built-up  Area,Kothanur,1302.0,2.0,1.0,68.5,2,5261.0
Super built-up  Area,Kothanur,1760.0,3.0,0.0,111.0,3,6307.0
Super built-up  Area,Kothanur,1185.0,2.0,2.0,58.0,2,4895.0
Plot  Area,Kothanur,1500.0,1.0,0.0,75.0,1,5000.0
Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2,4930.0
Built-up  Area,Kothanur,1790.0,3.0,0.0,97.0,3,5419.0
Plot  Area,Kothanur,2700.0,4.0,2.0,175.0,4,6481.0
Super built-up  Area,Kothanur,1786.0,2.0,2.0,106.0,3,5935.0
Super built-up  Area,Kothanur,1787.0,3.0,2.0,107.0,3,5988.0
Super built-up  Area,Kothanur,1141.0,2.0,2.0,54.0,2,4733.0
Super built-up  Area,Kothanur,1760.0,3.0,0.0,110.0,3,6250.0
Super built-up  Area,Kothanur,1160.0,2.0,2.0,57.0,2,4914.0
Super built-up  Area,Kothanur,1095.0,2.0,2.0,55.0,2,5023.0
Super built-up  Area,Kothanur,1142.0,2.0,2.0,56.0,2,4904.0
Super built-up  Area,Kothanur,1074.0,2.0,2.0,54.0,2,5028.0
Super built-up  Area,Kothanur,1285.0,2.0,1.0,60.0,2,4669.0
Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2,4930.0
Super built-up  Area,Kothanur,1140.0,2.0,2.0,56.0,2,4912.0
Super built-up  Area,Kothanur,1400.0,2.0,1.0,70.0,2,5000.0
Super built-up  Area,Kothanur,1140.0,2.0,2.0,56.0,2,4912.0
Super built-up  Area,Kothanur,1787.0,3.0,2.0,120.0,3,6715.0
Super built-up  Area,Kothanur,1185.0,2.0,2.0,59.0,2,4979.0
Super built-up  Area,Kothanur,1790.0,3.0,2.0,105.0,3,5866.0
Super built-up  Area,Kothanur,1130.0,2.0,2.0,55.0,2,4867.0
Super built-up  Area,Kothanur,1094.0,2.0,2.0,54.0,2,4936.0
Built-up  Area,Kothanur,1170.0,3.0,2.0,80.0,3,6838.0
Built-up  Area,Kothanur,1400.0,2.0,2.0,65.0,2,4643.0
Super built-up  Area,Kothanur,1195.0,2.0,2.0,59.0,2,4937.0
Super built-up  Area,Kothanur,1790.0,3.0,2.0,120.0,3,6704.0
Super built-up  Area,Kothanur,1454.0,3.0,3.0,71.5,3,4917.0
Super built-up  Area,Kudlu,1152.0,2.0,1.0,53.5,2,4644.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,43.0,2,4187.0
Super built-up  Area,Kudlu,1092.0,2.0,2.0,44.0,2,4029.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,43.0,2,4187.0
Super built-up  Area,Kudlu,1092.0,2.0,2.0,44.0,2,4029.0
Super built-up  Area,Kudlu,1143.0,2.0,1.0,55.0,2,4812.0
Super built-up  Area,Kudlu,1024.0,2.0,2.0,44.0,2,4297.0
Built-up  Area,Kudlu,1600.0,3.0,3.0,79.0,3,4938.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,42.0,2,4090.0
Built-up  Area,Kudlu,1076.0,2.0,1.0,50.0,2,4647.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2,4284.0
Super built-up  Area,Kudlu,1084.0,2.0,1.0,53.0,2,4889.0
Built-up  Area,Kudlu,1300.0,2.0,2.0,56.0,2,4308.0
Built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2,4284.0
Carpet  Area,Kudlu,1245.0,2.0,1.0,60.0,3,4819.0
Super built-up  Area,Kudlu,1027.0,2.0,1.0,44.0,2,4284.0
Built-up  Area,Kudlu,1110.0,2.0,1.0,46.0,2,4144.0
Super built-up  Area,Kudlu,2100.0,3.0,1.0,114.0,4,5429.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2,4284.0
Super built-up  Area,Kudlu,720.0,1.0,1.0,33.0,1,4583.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2,4284.0
Super built-up  Area,Kudlu,1162.0,2.0,1.0,52.0,2,4475.0
Super built-up  Area,Kudlu,1041.0,2.0,1.0,53.0,2,5091.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,83.0,3,5407.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3,5537.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,86.0,3,5603.0
Super built-up  Area,Kudlu Gate,1564.0,2.0,1.0,92.0,3,5882.0
Super built-up  Area,Kudlu Gate,1238.0,2.0,3.0,55.0,2,4443.0
Super built-up  Area,Kudlu Gate,1707.0,2.0,0.0,99.745,3,5843.0
Built-up  Area,Kudlu Gate,1335.0,3.0,2.0,89.0,3,6667.0
Super built-up  Area,Kudlu Gate,703.0,1.0,1.0,52.0,1,7397.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,86.0,3,5603.0
Super built-up  Area,Kudlu Gate,1532.0,3.0,2.0,83.0,3,5418.0
Super built-up  Area,Kudlu Gate,1113.0,2.0,1.0,50.0,2,4492.0
Super built-up  Area,Kudlu Gate,1185.0,2.0,1.0,50.0,2,4219.0
Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,45.0,2,3704.0
Built-up  Area,Kudlu Gate,812.0,2.0,1.0,38.25,2,4711.0
Super built-up  Area,Kudlu Gate,1547.0,2.0,2.0,103.0,2,6658.0
Built-up  Area,Kudlu Gate,1336.0,2.0,1.0,86.0,2,6437.0
Built-up  Area,Kudlu Gate,1919.0,3.0,2.0,121.0,3,6305.0
Super built-up  Area,Kudlu Gate,1464.0,3.0,3.0,56.0,2,3825.0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3,5537.0
Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,120.0,3,6486.0
Super built-up  Area,Kudlu Gate,940.0,2.0,1.0,69.57,2,7401.0
Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,44.96,2,3700.0
Built-up  Area,Kudlu Gate,1164.0,2.0,2.0,75.0,2,6443.0
Built-up  Area,Kudlu Gate,3850.0,6.0,0.0,205.0,4,5325.0
Super built-up  Area,Kudlu Gate,1183.0,2.0,1.0,79.54,2,6724.0
Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,110.0,3,5946.0
Super built-up  Area,Kudlu Gate,1183.0,2.0,1.0,79.54,2,6724.0
Super built-up  Area,Kudlu Gate,1200.0,2.0,1.0,44.4,2,3700.0
Built-up  Area,Kudlu Gate,1310.0,2.0,2.0,53.0,2,4046.0
Plot  Area,Kumaraswami Layout,2000.0,4.0,1.0,139.0,4,6950.0
Super built-up  Area,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2,4850.0
Super built-up  Area,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2,5800.0
Built-up  Area,Kumaraswami Layout,2400.0,7.0,1.0,125.0,7,5208.0
Built-up  Area,Kumaraswami Layout,2400.0,2.0,1.0,125.0,3,5208.0
Built-up  Area,Kumaraswami Layout,1310.0,2.0,1.0,70.0,3,5344.0
Built-up  Area,Kumaraswami Layout,850.0,1.0,1.0,78.0,1,9176.0
Built-up  Area,Kumaraswami Layout,3200.0,7.0,0.0,150.0,7,4688.0
Built-up  Area,Kumaraswami Layout,1310.0,2.0,1.0,85.0,3,6489.0
Built-up  Area,Kumaraswami Layout,2450.0,3.0,2.0,110.0,4,4490.0
Built-up  Area,Kumaraswami Layout,3100.0,7.0,3.0,145.0,7,4677.0
Built-up  Area,Kumaraswami Layout,1200.0,3.0,1.0,75.0,3,6250.0
Super built-up  Area,Kumaraswami Layout,1081.0,2.0,3.0,60.0,2,5550.0
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,125.0,3,7251.0
Built-up  Area,Kundalahalli,1030.0,2.0,2.0,49.0,2,4757.0
Super built-up  Area,Kundalahalli,735.0,2.0,1.0,57.99,2,7890.0
Built-up  Area,Kundalahalli,1047.0,2.0,1.0,82.0,2,7832.0
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.0
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,127.0,3,7367.0
Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,49.27,2,4878.0
Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,110.0,3,7874.0
Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,104.0,3,7445.0
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,108.0,3,7731.0
Super built-up  Area,Kundalahalli,1920.0,3.0,2.0,150.0,3,7812.0
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.0
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,124.0,3,7193.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,84.0,2,8023.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,83.0,2,7927.0
Plot  Area,Kundalahalli,7000.0,4.0,3.0,550.0,4,7857.0
Super built-up  Area,Kundalahalli,1120.0,2.0,1.0,53.76,2,4800.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,82.62,2,7891.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,91.0,2,8691.0
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,146.0,3,8469.0
Plot  Area,Kundalahalli,1600.0,3.0,2.0,170.0,3,10625.0
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3,7251.0
Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,48.27,2,4779.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,89.0,2,8500.0
Plot  Area,Kundalahalli,2500.0,5.0,2.0,245.0,4,9800.0
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.0
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,72.0,2,6877.0
Built-up  Area,Kundalahalli,1260.0,2.0,0.0,58.0,2,4603.0
Built-up  Area,Kundalahalli,3092.0,4.0,3.0,230.0,4,7439.0
Built-up  Area,Kundalahalli,1065.0,2.0,1.0,70.0,2,6573.0
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,146.0,3,8469.0
Super built-up  Area,Kundalahalli,1047.0,2.0,2.0,91.0,2,8691.0
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,128.0,3,7425.0
Super built-up  Area,Kundalahalli,1315.0,2.0,3.0,74.0,2,5627.0
Built-up  Area,Kundalahalli,2100.0,3.0,2.0,150.0,3,7143.0
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3,7251.0
Super built-up  Area,Kundalahalli,1724.0,3.0,3.0,140.0,3,8121.0
Super built-up  Area,Kundalahalli,1175.0,2.0,1.0,65.0,2,5532.0
Carpet  Area,LB Shastri Nagar,1043.0,2.0,2.0,55.0,2,5273.0
Built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2,5828.0
Super built-up  Area,LB Shastri Nagar,665.0,1.0,2.0,32.0,1,4812.0
Super built-up  Area,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2,3880.0
Super built-up  Area,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3,5714.0
Super built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,5236.0
Super built-up  Area,LB Shastri Nagar,1200.0,2.0,1.0,47.0,2,3917.0
Built-up  Area,LB Shastri Nagar,1200.0,2.0,1.0,75.0,2,6250.0
Super built-up  Area,LB Shastri Nagar,1000.0,2.0,1.0,49.5,2,4950.0
Plot  Area,Laggere,2800.0,5.0,2.0,125.0,5,4464.0
Plot  Area,Laggere,1200.0,3.0,1.0,130.0,3,10833.0
Plot  Area,Laggere,1200.0,1.0,1.0,125.0,1,10417.0
Plot  Area,Laggere,1200.0,2.0,0.0,75.0,2,6250.0
Built-up  Area,Laggere,620.0,2.0,0.0,48.0,1,7742.0
Super built-up  Area,Lakshminarayana Pura,1185.0,2.0,2.0,75.0,2,6329.0
Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3,6750.0
Built-up  Area,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2,6356.0
Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2,6997.0
Built-up  Area,Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2,6361.0
Super built-up  Area,Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2,6527.0
Super built-up  Area,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2,7485.0
Super built-up  Area,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2,6383.0
Super built-up  Area,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2,6303.0
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2,6250.0
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2,6250.0
Built-up  Area,Lakshminarayana Pura,1165.0,2.0,2.0,75.0,2,6438.0
Super built-up  Area,Lakshminarayana Pura,1145.0,2.0,1.0,75.0,2,6550.0
Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3,6933.0
Super built-up  Area,Lakshminarayana Pura,1210.0,2.0,2.0,75.0,2,6198.0
Built-up  Area,Lakshminarayana Pura,1169.0,2.0,2.0,75.0,2,6416.0
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2,6250.0
Built-up  Area,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2,6399.0
Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2,6399.0
Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2,6356.0
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2,6917.0
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2,6667.0
Built-up  Area,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2,6276.0
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2,6667.0
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,95.0,3,6246.0
Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,6287.0
Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,6477.0
Super built-up  Area,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3,6122.0
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,94.99,3,6245.0
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3,7134.0
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3,6227.0
Super built-up  Area,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3,6867.0
Super built-up  Area,Lingadheeranahalli,1705.0,3.0,1.0,110.0,3,6452.0
Super built-up  Area,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4,6860.0
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,113.0,3,6718.0
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3,6778.0
Super built-up  Area,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3,6308.0
Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,110.0,3,6536.0
Super built-up  Area,Lingadheeranahalli,1684.0,3.0,1.0,120.0,3,7126.0
Super built-up  Area,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4,6843.0
Super built-up  Area,Lingadheeranahalli,1894.0,4.0,1.0,114.0,3,6019.0
Super built-up  Area,Lingadheeranahalli,2240.0,4.0,2.0,160.0,4,7143.0
Built-up  Area,Magadi Road,3600.0,6.0,0.0,141.0,6,3917.0
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,50.0,2,4480.0
Super built-up  Area,Magadi Road,884.0,2.0,1.0,41.1,2,4649.0
Super built-up  Area,Magadi Road,1005.0,2.0,1.0,55.78,2,5550.0
Super built-up  Area,Magadi Road,1000.0,2.0,0.0,46.5,2,4650.0
Plot  Area,Magadi Road,1500.0,2.0,2.0,93.0,4,6200.0
Built-up  Area,Magadi Road,1345.0,2.0,2.0,55.0,2,4089.0
Plot  Area,Magadi Road,5000.0,6.0,1.0,360.0,5,7200.0
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,51.89,2,4650.0
Super built-up  Area,Magadi Road,1052.0,2.0,1.0,60.0,3,5703.0
Super built-up  Area,Magadi Road,940.0,2.0,2.0,50.0,2,5319.0
Super built-up  Area,Magadi Road,1318.0,2.0,1.0,68.0,3,5159.0
Super built-up  Area,Magadi Road,884.0,2.0,1.0,48.0,2,5430.0
Super built-up  Area,Mahadevpura,1150.0,2.0,3.0,52.0,2,4522.0
Super built-up  Area,Mahadevpura,1250.0,2.0,3.0,52.0,2,4160.0
Super built-up  Area,Mahadevpura,1260.0,2.0,3.0,57.6,2,4571.0
Super built-up  Area,Mahadevpura,730.0,1.0,1.0,35.0,1,4795.0
Super built-up  Area,Mahadevpura,1434.0,2.0,1.0,67.39,3,4699.0
Super built-up  Area,Mahadevpura,1146.0,2.0,1.0,53.8,2,4695.0
Super built-up  Area,Mahadevpura,1532.0,2.0,2.0,62.0,2,4047.0
Super built-up  Area,Mahadevpura,1620.0,2.0,1.0,76.0,3,4691.0
Super built-up  Area,Mahadevpura,1136.0,2.0,3.0,64.5,2,5678.0
Super built-up  Area,Mahadevpura,1400.0,2.0,2.0,65.8,3,4700.0
Super built-up  Area,Mahadevpura,1137.0,2.0,1.0,53.4,2,4697.0
Super built-up  Area,Mahadevpura,1601.0,3.0,2.0,95.0,3,5934.0
Super built-up  Area,Mahadevpura,1450.0,3.0,2.0,75.0,3,5172.0
Super built-up  Area,Mahadevpura,1152.0,2.0,1.0,54.0,2,4688.0
Super built-up  Area,Mahadevpura,1212.0,2.0,1.0,56.9,2,4695.0
Super built-up  Area,Mahadevpura,1505.0,3.0,2.0,78.0,3,5183.0
Super built-up  Area,Mahadevpura,1500.0,2.0,1.0,70.0,3,4667.0
Super built-up  Area,Mahadevpura,1236.0,2.0,1.0,58.0,2,4693.0
Super built-up  Area,Mahadevpura,1236.0,2.0,1.0,58.0,2,4693.0
Super built-up  Area,Mahadevpura,1120.0,2.0,2.0,53.0,2,4732.0
Plot  Area,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4,10032.0
Super built-up  Area,Mahalakshmi Layout,1105.0,2.0,1.0,80.0,2,7240.0
Plot  Area,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4,13333.0
Super built-up  Area,Mahalakshmi Layout,1200.0,2.0,3.0,110.0,3,9167.0
Super built-up  Area,Mahalakshmi Layout,1876.0,3.0,1.0,150.0,3,7996.0
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,95.0,3,5706.0
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.58,3,5200.0
Super built-up  Area,Mallasandra,1340.0,2.0,2.0,61.0,2,4552.0
Super built-up  Area,Mallasandra,1325.0,2.0,2.0,70.0,2,5283.0
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.91,3,5220.0
Super built-up  Area,Mallasandra,1325.0,2.0,1.0,70.0,2,5283.0
Super built-up  Area,Mallasandra,905.0,2.0,1.0,40.0,2,4420.0
Super built-up  Area,Mallasandra,1325.0,2.0,0.0,65.0,2,4906.0
Built-up  Area,Mallasandra,1325.0,2.0,2.0,73.0,2,5509.0
Super built-up  Area,Mallasandra,1565.0,2.0,2.0,69.0,2,4409.0
Super built-up  Area,Mallasandra,905.0,2.0,1.0,35.0,2,3867.0
Built-up  Area,Mallasandra,1100.0,2.0,3.0,76.3,3,6936.0
Super built-up  Area,Malleshpalya,1140.0,2.0,2.0,46.5,2,4079.0
Super built-up  Area,Malleshpalya,1225.0,2.0,2.0,46.86,2,3825.0
Super built-up  Area,Malleshpalya,1052.0,2.0,2.0,50.0,2,4753.0
Built-up  Area,Malleshpalya,1405.0,2.0,2.0,77.0,3,5480.0
Super built-up  Area,Malleshpalya,1065.0,2.0,2.0,50.0,2,4695.0
Super built-up  Area,Malleshpalya,1210.0,2.0,3.0,55.0,2,4545.0
Super built-up  Area,Malleshpalya,1060.0,2.0,1.0,40.0,2,3774.0
Super built-up  Area,Malleshpalya,1430.0,2.0,1.0,69.5,3,4860.0
Built-up  Area,Malleshpalya,1421.0,2.0,1.0,90.0,2,6334.0
Super built-up  Area,Malleshpalya,1245.0,2.0,1.0,55.0,2,4418.0
Super built-up  Area,Malleshpalya,1200.0,2.0,2.0,46.0,2,3833.0
Super built-up  Area,Malleshpalya,1225.0,2.0,2.0,52.0,2,4245.0
Super built-up  Area,Malleshwaram,705.0,1.0,2.0,67.0,1,9504.0
Super built-up  Area,Malleshwaram,12000.0,7.0,3.0,2200.0,7,18333.0
Built-up  Area,Malleshwaram,2500.0,5.0,2.0,325.0,4,13000.0
Built-up  Area,Malleshwaram,2006.0,3.0,0.0,297.0,3,14806.0
Super built-up  Area,Malleshwaram,686.0,1.0,1.0,62.5,1,9111.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,332.0,3,13414.0
Super built-up  Area,Malleshwaram,2610.0,3.0,0.0,399.0,3,15287.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,320.0,3,12929.0
Super built-up  Area,Malleshwaram,900.0,2.0,1.0,95.0,2,10556.0
Super built-up  Area,Malleshwaram,1420.0,2.0,1.0,158.0,2,11127.0
Built-up  Area,Malleshwaram,2000.0,3.0,2.0,250.0,3,12500.0
Super built-up  Area,Malleshwaram,2215.0,3.0,1.0,275.0,3,12415.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,300.0,3,12121.0
Super built-up  Area,Malleshwaram,2345.0,2.0,0.0,293.0,3,12495.0
Super built-up  Area,Malleshwaram,2215.0,4.0,1.0,310.0,3,13995.0
Super built-up  Area,Malleshwaram,480.0,1.0,1.0,60.0,1,12500.0
Super built-up  Area,Malleshwaram,1290.0,2.0,1.0,120.0,2,9302.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,326.0,3,13172.0
Super built-up  Area,Malleshwaram,2476.0,3.0,3.0,337.0,3,13611.0
Built-up  Area,Malleshwaram,900.0,2.0,1.0,90.0,2,10000.0
Super built-up  Area,Malleshwaram,2050.0,4.0,0.0,270.0,3,13171.0
Built-up  Area,Malleshwaram,900.0,2.0,1.0,72.0,2,8000.0
Super built-up  Area,Malleshwaram,620.0,1.0,1.0,86.8,1,14000.0
Built-up  Area,Malleshwaram,600.0,1.0,0.0,68.0,2,11333.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,337.0,3,13616.0
Super built-up  Area,Malleshwaram,2215.0,3.0,2.0,275.0,3,12415.0
Super built-up  Area,Malleshwaram,2215.0,3.0,2.0,330.0,3,14898.0
Super built-up  Area,Malleshwaram,1020.0,2.0,1.0,80.0,2,7843.0
Plot  Area,Malleshwaram,600.0,1.0,0.0,90.0,2,15000.0
Built-up  Area,Malleshwaram,2200.0,3.0,2.0,275.0,3,12500.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,326.0,3,13172.0
Super built-up  Area,Malleshwaram,1500.0,2.0,0.0,140.0,2,9333.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,340.0,3,13737.0
Super built-up  Area,Malleshwaram,1400.0,2.0,1.0,190.0,2,13571.0
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,300.0,3,12121.0
Super built-up  Area,Malleshwaram,2400.0,3.0,2.0,380.0,3,15833.0
Built-up  Area,Malleshwaram,580.0,1.0,1.0,45.0,1,7759.0
Super built-up  Area,Malleshwaram,1410.0,2.0,3.0,125.0,2,8865.0
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,57.0,2,4672.0
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,52.0,2,4333.0
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,60.0,2,5000.0
Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3,7243.0
Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2,4943.0
Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2,6504.0
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,250.0,4,6579.0
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.85,2,4892.0
Super built-up  Area,Marathahalli,1215.0,2.0,1.0,67.0,2,5514.0
Super built-up  Area,Marathahalli,2181.0,3.0,2.0,152.0,4,6969.0
Built-up  Area,Marathahalli,1170.0,2.0,3.0,53.0,2,4530.0
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2,4893.0
Super built-up  Area,Marathahalli,1325.0,2.0,2.0,71.55,2,5400.0
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,56.5,2,4631.0
Super built-up  Area,Marathahalli,1152.0,2.0,1.0,56.0,2,4861.0
Super built-up  Area,Marathahalli,1610.0,3.0,1.0,90.0,3,5590.0
Super built-up  Area,Marathahalli,1146.0,2.0,1.0,70.0,2,6108.0
Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3,6059.0
Super built-up  Area,Marathahalli,2519.0,5.0,2.0,185.0,4,7344.0
Super built-up  Area,Marathahalli,957.0,2.0,1.0,46.9,2,4901.0
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,105.0,3,6633.0
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,190.0,4,7528.0
Super built-up  Area,Marathahalli,1071.0,2.0,2.0,52.25,2,4879.0
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2,4844.0
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.0
Super built-up  Area,Marathahalli,1900.0,3.0,3.0,123.0,3,6474.0
Super built-up  Area,Marathahalli,1045.0,2.0,3.0,60.0,2,5742.0
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2,4844.0
Super built-up  Area,Marathahalli,1365.0,2.0,2.0,73.0,2,5348.0
Super built-up  Area,Marathahalli,1208.0,2.0,2.0,70.0,2,5795.0
Built-up  Area,Marathahalli,1325.0,1.0,1.0,92.0,2,6943.0
Built-up  Area,Marathahalli,1525.0,3.0,2.0,90.0,3,5902.0
Super built-up  Area,Marathahalli,1937.0,3.0,2.0,140.0,3,7228.0
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,83.0,3,5355.0
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,86.0,2,6370.0
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2,4911.0
Super built-up  Area,Marathahalli,1230.0,2.0,1.0,57.0,2,4634.0
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,58.0,2,4833.0
Super built-up  Area,Marathahalli,607.0,1.0,1.0,35.0,1,5766.0
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,109.0,3,6886.0
Super built-up  Area,Marathahalli,1075.0,2.0,2.0,52.43,2,4877.0
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,103.0,2,7574.0
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,58.5,2,4795.0
Super built-up  Area,Marathahalli,950.0,2.0,1.0,45.68,2,4808.0
